init,seed,n,n_clusters,d,n_cats,ll,pi,mu,alpha,run_time,delta_alpha,delta_mu,delta_pi
random,6,50,5,3,2,-89.69245205623193,"[[0.7914952  0.2085048  0.85733882]
 [0.85733882 0.48010974 0.6351166 ]
 [0.40877915 0.51989026 0.85733882]
 [0.76406036 0.48010974 0.7914952 ]
 [0.04389575 0.59122085 0.10973937]]","[[1 2 2]
 [1 1 2]
 [2 1 1]
 [1 2 2]
 [2 2 1]]",[0.23513335 0.26505227 0.13504098 0.21291705 0.15185636],0.01746511459350586,0.116133746716693,0.16666666666666666,0.220318613135381
random,7,50,5,3,2,-93.12298457629844,"[[0.2085048  0.3648834  0.04389575]
 [0.9122085  0.69821674 0.48010974]
 [0.89026063 0.81344307 0.95610425]
 [0.33196159 0.9122085  0.04389575]
 [0.66529492 0.54183813 0.89026063]]","[[2 1 1]
 [1 2 2]
 [2 2 1]
 [2 1 2]
 [1 1 1]]",[0.10073639 0.17841741 0.3526203  0.15333087 0.21489502],0.03500485420227051,0.08088737862108315,0.16666666666666666,0.19362334743699253
random,8,50,5,3,2,-94.42029518454768,"[[0.10973937 0.51989026 0.74211248]
 [0.0877915  0.62414266 0.43072702]
 [0.81344307 0.25788752 0.04389575]
 [0.0877915  0.9122085  0.95610425]
 [0.66803841 0.9122085  0.04389575]]","[[2 1 2]
 [2 2 1]
 [1 2 1]
 [2 1 2]
 [2 1 2]]",[0.20558125 0.15961297 0.15594081 0.24739008 0.23147489],0.02850198745727539,0.12660641549055485,0.0,0.34270160719168113
random,9,50,5,3,2,-78.89781336330067,"[[0.3648834  0.66803841 0.76406036]
 [0.14266118 0.95610425 0.9122085 ]
 [0.95610425 0.59122085 0.0877915 ]
 [0.04389575 0.25788752 0.10973937]
 [0.95610425 0.48010974 0.62414266]]","[[2 1 1]
 [1 1 1]
 [2 1 2]
 [1 2 2]
 [2 1 1]]",[0.14948801 0.35101159 0.18697812 0.07909377 0.23342852],0.10151290893554688,0.20904604903939897,0.5,0.30116569264796617
kmeans,0,50,5,3,2,-91.72386241752119,"[[0.95610425 0.76406036 0.95610425]
 [0.95610425 0.95610425 0.95610425]
 [0.95610425 0.95610425 0.95610425]
 [0.04389575 0.95610425 0.04389575]
 [0.95610425 0.95610425 0.95610425]]","[[2 2 2]
 [2 2 1]
 [1 2 1]
 [1 1 1]
 [1 2 2]]",[0.27449391 0.1587409  0.2693879  0.13863638 0.1587409 ],0.028046131134033203,0.09035931952307498,0.6666666666666666,0.3449643912934906
kmeans,1,50,5,3,2,-84.26988790015548,"[[0.95610425 0.95610425 0.95610425]
 [0.95610425 0.95610425 0.6351166 ]
 [0.95610425 0.95610425 0.95610425]
 [0.23593964 0.95610425 0.95610425]
 [0.95610425 0.95610425 0.95610425]]","[[1 2 2]
 [2 1 2]
 [2 2 2]
 [2 2 1]
 [1 1 2]]",[0.3971162  0.09413247 0.20033331 0.19365039 0.11476763],0.007703065872192383,0.24500804013332922,0.5,0.34244936174000307
kmeans,2,50,5,3,2,-98.73083556120885,"[[0.95610425 0.95610425 0.95610425]
 [0.95610425 0.95610425 0.40877915]
 [0.95610425 0.95610425 0.18655693]
 [0.66803841 0.95610425 0.95610425]
 [0.95610425 0.95610425 0.95610425]]","[[1 2 2]
 [2 1 2]
 [1 1 2]
 [1 2 1]
 [2 2 2]]",[0.22478211 0.20010294 0.23717978 0.21876811 0.11916705],0.007900238037109375,0.15753682610254965,0.3333333333333333,0.36470648937313593
kmeans,3,50,5,3,2,-89.46784657228702,"[[0.76406036 0.48010974 0.95610425]
 [0.95610425 0.95610425 0.95610425]
 [0.95610425 0.95610425 0.95610425]
 [0.95610425 0.95610425 0.95610425]
 [0.95610425 0.95610425 0.0877915 ]]","[[2 2 1]
 [1 2 2]
 [2 1 2]
 [2 2 2]
 [1 1 2]]",[0.15087282 0.31601183 0.29428035 0.06948694 0.16934806],0.01835489273071289,0.16733009098888232,0.8333333333333334,0.4204525873701459
kmeans,4,50,5,3,2,-95.04436380685996,"[[0.95610425 0.95610425 0.95610425]
 [0.95610425 0.95610425 0.95610425]
 [0.6351166  0.95610425 0.95610425]
 [0.95610425 0.69821674 0.59122085]
 [0.95610425 0.95610425 0.95610425]]","[[1 1 1]
 [1 2 2]
 [2 2 1]
 [2 1 2]
 [1 1 2]]",[0.09921346 0.14214982 0.19268435 0.31985781 0.24609456],0.01268625259399414,0.2996612541759173,0.6666666666666666,0.39497233545090205
kmeans,5,50,5,3,2,-96.90716048644958,"[[0.56927298 0.95610425 0.95610425]
 [0.95610425 0.95610425 0.59122085]
 [0.0877915  0.95610425 0.95610425]
 [0.95610425 0.95610425 0.95610425]
 [0.95610425 0.95610425 0.95610425]]","[[1 2 1]
 [1 1 2]
 [2 2 2]
 [2 1 1]
 [2 1 2]]",[0.15619262 0.17313397 0.21818113 0.22827332 0.22421896],0.010267019271850586,0.08685735916218064,0.6666666666666666,0.43706749719036003
kmeans,6,50,5,3,2,-89.68675135980739,"[[0.95610425 0.18655693 0.43072702]
 [0.95610425 0.95610425 0.59122085]
 [0.95610425 0.95610425 0.95610425]
 [0.95610425 0.95610425 0.95610425]
 [0.95610425 0.95610425 0.95610425]]","[[2 1 1]
 [1 2 2]
 [2 2 2]
 [1 1 1]
 [1 1 2]]",[0.19403314 0.40732128 0.03395926 0.07506718 0.28961913],0.02773904800415039,0.2542371179441379,0.8333333333333334,0.40138100119603237
kmeans,7,50,5,3,2,-93.0767759079097,"[[0.95610425 0.95610425 0.18655693]
 [0.81344307 0.37585734 0.95610425]
 [0.95610425 0.95610425 0.95610425]
 [0.95610425 0.95610425 0.95610425]
 [0.95610425 0.95610425 0.95610425]]","[[2 1 1]
 [1 2 2]
 [1 1 1]
 [1 2 1]
 [2 2 1]]",[0.19118914 0.19364011 0.18631191 0.09224943 0.33660942],0.01777195930480957,0.21572572633428697,0.5,0.3327975351986727
kmeans,8,50,5,3,2,-94.37420645706223,"[[0.18655693 0.95610425 0.95610425]
 [0.95610425 0.95610425 0.95610425]
 [0.95610425 0.48010974 0.59122085]
 [0.95610425 0.95610425 0.95610425]
 [0.95610425 0.95610425 0.95610425]]","[[1 2 1]
 [2 1 1]
 [1 1 2]
 [2 1 2]
 [2 2 2]]",[0.1425424  0.11871929 0.37325374 0.31118376 0.05430081],0.007784128189086914,0.22638423778856956,0.6666666666666666,0.38760721975161333
kmeans,9,50,5,3,2,-78.7971430542401,"[[0.95610425 0.84636488 0.95610425]
 [0.30178326 0.95610425 0.95610425]
 [0.7914952  0.95610425 0.95610425]
 [0.95610425 0.95610425 0.95610425]
 [0.95610425 0.95610425 0.95610425]]","[[1 1 1]
 [2 2 2]
 [2 1 2]
 [2 1 1]
 [2 2 1]]",[0.25889688 0.056429   0.15111125 0.4378495  0.09571338],0.007894039154052734,0.14998520080291264,0.3333333333333333,0.38297636038421506
random,0,50,5,3,3,-147.02321619331073,"[[0.66803841 0.9122085  0.25788752]
 [0.48010974 0.76406036 0.56927298]
 [0.76406036 0.89026063 0.95610425]
 [0.40877915 0.76406036 0.48010974]
 [0.33470508 0.81344307 0.43072702]]","[[1 2 2]
 [2 1 3]
 [1 3 1]
 [1 1 3]
 [2 3 3]]",[0.28072643 0.14716217 0.22252942 0.07889295 0.27068904],0.12296891212463379,0.05737201500183082,0.1111111111111111,0.1392868468037295
random,1,50,5,3,3,-145.49686002757647,"[[0.0877915  0.81344307 0.89026063]
 [0.89026063 0.18655693 0.15363512]
 [0.81344307 0.29080933 0.9122085 ]
 [0.74211248 0.95610425 0.95610425]
 [0.3648834  0.76406036 0.59122085]]","[[1 3 1]
 [2 2 1]
 [1 1 2]
 [1 1 3]
 [3 1 1]]",[0.31279117 0.19848765 0.11961624 0.16952549 0.19957946],0.12362194061279297,0.2302708531068489,0.5555555555555556,0.2524208851323131
random,2,50,5,3,3,-143.7736710189569,"[[0.2085048  0.66803841 0.48010974]
 [0.66803841 0.0877915  0.59122085]
 [0.51989026 0.59122085 0.9122085 ]
 [0.43072702 0.9122085  0.59122085]
 [0.74211248 0.81344307 0.54183813]]","[[3 2 1]
 [1 1 3]
 [3 3 1]
 [1 2 2]
 [3 2 1]]",[0.11546566 0.20818827 0.19868884 0.26719764 0.21045959],0.08872604370117188,0.12133918492818259,0.8888888888888888,0.26434747854580515
random,3,50,5,3,3,-149.48736222866808,"[[0.9122085  0.48010974 0.33196159]
 [0.18655693 0.59122085 0.56927298]
 [0.0877915  0.04389575 0.95610425]
 [0.56927298 0.9122085  0.14266118]
 [0.62414266 0.52400549 0.76406036]]","[[3 1 1]
 [2 2 1]
 [2 3 3]
 [2 2 3]
 [1 1 1]]",[0.15552453 0.13234562 0.12980587 0.25646641 0.32585758],0.13474702835083008,0.11486352500660191,0.4444444444444444,0.21138977100226608
random,4,50,5,3,3,-120.19937965718188,"[[0.74211248 0.59122085 0.95610425]
 [0.95610425 0.29080933 0.89026063]
 [0.81344307 0.9122085  0.76406036]
 [0.95610425 0.45816187 0.95610425]
 [0.70919067 0.9122085  0.04389575]]","[[3 3 2]
 [2 1 1]
 [1 2 3]
 [1 2 3]
 [2 1 1]]",[0.07456285 0.25229917 0.04474676 0.44381106 0.18458016],0.13306689262390137,0.07417025397148623,0.2222222222222222,0.13803718023408573
random,5,50,5,3,3,-133.37745874621615,"[[0.95610425 0.76406036 0.18655693]
 [0.95610425 0.04389575 0.43072702]
 [0.33470508 0.9122085  0.81344307]
 [0.48010974 0.9122085  0.51989026]
 [0.95610425 0.89026063 0.74211248]]","[[3 2 2]
 [3 3 3]
 [3 1 3]
 [3 3 1]
 [1 2 2]]",[0.2766836  0.26478187 0.1779109  0.08984898 0.19077464],0.07872796058654785,0.0686675381884342,0.4444444444444444,0.17652824542963774
random,6,50,5,3,3,-141.7724810919017,"[[0.95610425 0.95610425 0.69821674]
 [0.54183813 0.74211248 0.95610425]
 [0.76406036 0.69821674 0.85733882]
 [0.59122085 0.43072702 0.85733882]
 [0.85733882 0.56927298 0.89026063]]","[[3 2 3]
 [1 1 3]
 [1 3 2]
 [3 2 1]
 [2 2 2]]",[0.14710008 0.14054843 0.13175753 0.29725679 0.28333717],0.5885050296783447,0.2478490457493591,0.4444444444444444,0.16700539226701444
random,7,50,5,3,3,-143.1449750210948,"[[0.9122085  0.25788752 0.23593964]
 [0.89026063 0.81344307 0.84636488]
 [0.43072702 0.95610425 0.23593964]
 [0.51989026 0.95610425 0.48010974]
 [0.9122085  0.25788752 0.2085048 ]]","[[1 2 1]
 [3 2 3]
 [2 2 2]
 [3 3 1]
 [1 2 1]]",[0.2971121  0.20154633 0.31138056 0.16309613 0.02686487],0.11588191986083984,0.1017162599096129,0.5555555555555556,0.1487961619717812
random,8,50,5,3,3,-147.0836965219012,"[[0.6351166  0.23593964 0.95610425]
 [0.66529492 0.95610425 0.54183813]
 [0.10973937 0.18655693 0.89026063]
 [0.40877915 0.76406036 0.10973937]
 [0.40877915 0.76406036 0.62414266]]","[[2 1 2]
 [1 1 3]
 [1 3 2]
 [3 3 1]
 [3 1 1]]",[0.28619883 0.21547729 0.14505147 0.1313288  0.22194361],0.1128530502319336,0.19612220866044747,0.7777777777777778,0.2857053751899872
random,9,50,5,3,3,-140.85648161671918,"[[0.33470508 0.9122085  0.66803841]
 [0.95610425 0.37585734 0.9122085 ]
 [0.95610425 0.04389575 0.54183813]
 [0.95610425 0.76406036 0.95610425]
 [0.29080933 0.95610425 0.30178326]]","[[3 1 3]
 [3 3 1]
 [3 1 2]
 [2 3 1]
 [1 2 3]]",[0.1677186  0.23436094 0.28827161 0.11939984 0.19024901],0.09964299201965332,0.19001139220002042,0.4444444444444444,0.16334703419960497
kmeans,0,50,5,3,3,-144.51258165299672,"[[0.15363512 0.95610425 0.95610425]
 [0.14266118 0.9122085  0.81344307]
 [0.74211248 0.89026063 0.30178326]
 [0.9122085  0.23593964 0.54183813]
 [0.66803841 0.76406036 0.95610425]]","[[3 3 3]
 [2 1 3]
 [1 2 2]
 [2 3 2]
 [1 3 1]]",[0.14482084 0.15550189 0.26558168 0.15775303 0.27634256],0.13612079620361328,0.13460975337348005,0.6666666666666666,0.29250245015355936
kmeans,1,50,5,3,3,-146.7936279246272,"[[0.66529492 0.95610425 0.9122085 ]
 [0.70919067 0.95610425 0.56927298]
 [0.74211248 0.30178326 0.18655693]
 [0.15363512 0.70919067 0.74211248]
 [0.95610425 0.62414266 0.95610425]]","[[3 1 1]
 [1 1 3]
 [2 1 2]
 [1 3 1]
 [3 1 1]]",[0.04459832 0.25318665 0.25144236 0.39980301 0.05096966],0.1054999828338623,0.5081392867219484,0.6666666666666666,0.17958242510193922
kmeans,2,50,5,3,3,-144.14740725519596,"[[0.23593964 0.89026063 0.45816187]
 [0.54183813 0.10973937 0.59122085]
 [0.59122085 0.66529492 0.89026063]
 [0.51989026 0.95610425 0.89026063]
 [0.62414266 0.62414266 0.95610425]]","[[1 2 2]
 [1 1 3]
 [3 2 1]
 [3 3 1]
 [3 2 1]]",[0.38918609 0.21809033 0.06198409 0.13436195 0.19637755],0.09520101547241211,0.22072096438934205,0.6666666666666666,0.3355274745699902
kmeans,3,50,5,3,3,-149.56336176987836,"[[0.0877915  0.10973937 0.95610425]
 [0.48010974 0.81344307 0.15363512]
 [0.33196159 0.30178326 0.74211248]
 [0.95610425 0.59122085 0.33470508]
 [0.70919067 0.95610425 0.85733882]]","[[1 3 3]
 [2 2 3]
 [1 2 1]
 [3 1 1]
 [1 1 1]]",[0.10735651 0.33925846 0.23944027 0.14408919 0.16985557],0.19877099990844727,0.1776962181367443,0.7777777777777778,0.2365798949963038
kmeans,4,50,5,3,3,-119.21975352663858,"[[0.95610425 0.95610425 0.95610425]
 [0.45816187 0.95610425 0.95610425]
 [0.95610425 0.6351166  0.9122085 ]
 [0.9122085  0.48010974 0.6351166 ]
 [0.81344307 0.95610425 0.95610425]]","[[3 2 2]
 [1 1 3]
 [1 2 3]
 [2 1 1]
 [3 3 2]]",[0.01916202 0.10716146 0.42071544 0.40658841 0.04637267],0.08228898048400879,0.24888903952933425,0.5555555555555556,0.26852547908280183
kmeans,5,50,5,3,3,-134.58654735139092,"[[0.95610425 0.95610425 0.74211248]
 [0.7914952  0.40877915 0.95610425]
 [0.95610425 0.2085048  0.95610425]
 [0.81344307 0.25788752 0.95610425]
 [0.2085048  0.95610425 0.84636488]]","[[1 2 2]
 [3 2 2]
 [3 2 3]
 [3 3 1]
 [3 1 3]]",[0.17754766 0.22310968 0.27018997 0.17846647 0.15068623],0.06377911567687988,0.1748751987289404,0.8888888888888888,0.2931495763874526
kmeans,6,50,5,3,3,-142.19175600027444,"[[0.95610425 0.14266118 0.95610425]
 [0.56927298 0.95610425 0.95610425]
 [0.95610425 0.51989026 0.81344307]
 [0.45816187 0.89026063 0.0877915 ]
 [0.74211248 0.81344307 0.74211248]]","[[3 3 1]
 [1 1 3]
 [2 2 2]
 [3 2 3]
 [1 3 2]]",[0.13959808 0.11332862 0.24643924 0.36675892 0.13387514],0.04824995994567871,0.27579811682942323,0.6666666666666666,0.26090321346240564
kmeans,7,50,5,3,3,-142.4967628235417,"[[0.23593964 0.9122085  0.2085048 ]
 [0.48010974 0.95610425 0.51989026]
 [0.95610425 0.95610425 0.74211248]
 [0.95610425 0.95610425 0.25788752]
 [0.81344307 0.7914952  0.9122085 ]]","[[1 2 2]
 [3 3 1]
 [1 1 1]
 [1 3 3]
 [3 2 3]]",[0.50324376 0.16392873 0.07328921 0.07452992 0.18500839],0.20606088638305664,0.2732031967415736,1.0,0.21921225707923434
kmeans,8,50,5,3,3,-146.42648206766617,"[[0.89026063 0.89026063 0.40877915]
 [0.95610425 0.66803841 0.81344307]
 [0.66803841 0.95610425 0.23593964]
 [0.33470508 0.15363512 0.89026063]
 [0.54183813 0.69821674 0.33196159]]","[[1 1 3]
 [3 1 1]
 [3 3 1]
 [2 3 2]
 [2 1 2]]",[0.20364174 0.11385304 0.07984193 0.34169938 0.2609639 ],0.06521487236022949,0.22992759360398354,0.7777777777777778,0.1652759613766938
kmeans,9,50,5,3,3,-141.99856826662685,"[[0.95610425 0.15363512 0.25788752]
 [0.95610425 0.81344307 0.95610425]
 [0.95610425 0.76406036 0.95610425]
 [0.33470508 0.95610425 0.25788752]
 [0.40877915 0.9122085  0.48010974]]","[[3 3 1]
 [3 3 1]
 [2 3 1]
 [1 2 3]
 [3 1 3]]",[0.44793738 0.0538778  0.11900024 0.18740933 0.19177526],0.11192798614501953,0.2583465093147275,0.7777777777777778,0.24820013787956416
random,0,50,5,5,2,-153.4304059310395,"[[0.48010974 0.9122085  0.23593964 0.66803841 0.9122085 ]
 [0.9122085  0.95610425 0.89026063 0.95610425 0.74211248]
 [0.81344307 0.95610425 0.95610425 0.62414266 0.66803841]
 [0.85733882 0.43072702 0.69821674 0.18655693 0.76406036]
 [0.6351166  0.15363512 0.04389575 0.25788752 0.3648834 ]]","[[1 2 2 1 2]
 [2 1 2 2 2]
 [2 1 1 1 1]
 [1 1 1 2 2]
 [1 2 2 2 1]]",[0.25565307 0.14825715 0.12162623 0.27407913 0.20038442],0.06605887413024902,0.08903923715992686,0.3,0.15123442948576635
random,1,50,5,5,2,-149.9564794962007,"[[0.04389575 0.95610425 0.9122085  0.95610425 0.81344307]
 [0.25788752 0.95610425 0.14266118 0.0877915  0.95610425]
 [0.51989026 0.59122085 0.56927298 0.81344307 0.0877915 ]
 [0.81344307 0.0877915  0.95610425 0.69821674 0.9122085 ]
 [0.95610425 0.95610425 0.7914952  0.10973937 0.04389575]]","[[1 2 2 1 1]
 [2 2 1 2 2]
 [1 2 1 2 2]
 [1 2 1 1 2]
 [2 1 1 2 2]]",[0.13381674 0.26416513 0.18583921 0.25170114 0.16447778],0.2431650161743164,0.1059029336023769,0.3,0.22313700098482067
random,2,50,5,5,2,-141.93072944253714,"[[0.95610425 0.04389575 0.29080933 0.43072702 0.95610425]
 [0.66803841 0.25788752 0.95610425 0.95610425 0.95610425]
 [0.43072702 0.45816187 0.25788752 0.95610425 0.23593964]
 [0.40877915 0.3648834  0.95610425 0.2085048  0.62414266]
 [0.81344307 0.04389575 0.95610425 0.0877915  0.29080933]]","[[2 2 1 1 1]
 [1 2 2 2 2]
 [2 2 1 2 2]
 [1 2 2 2 1]
 [2 2 2 1 2]]",[0.08075106 0.38543352 0.1816705  0.25296142 0.0991835 ],0.23486113548278809,0.12842700276994393,0.5,0.1947748589730346
random,3,50,5,5,2,-146.96572291794487,"[[0.74211248 0.76406036 0.69821674 0.76406036 0.95610425]
 [0.76406036 0.95610425 0.95610425 0.95610425 0.2085048 ]
 [0.9122085  0.04389575 0.66529492 0.95610425 0.0877915 ]
 [0.95610425 0.95610425 0.04389575 0.0877915  0.25788752]
 [0.48010974 0.18655693 0.25788752 0.95610425 0.76406036]]","[[1 2 2 1 1]
 [1 1 2 2 1]
 [2 2 2 2 2]
 [2 2 1 1 1]
 [1 1 1 2 1]]",[0.17273805 0.16068039 0.17044526 0.25949396 0.23664234],0.0897982120513916,0.0836434151877983,0.2,0.18247271668925752
random,4,50,5,5,2,-128.24804327354605,"[[0.10973937 0.95610425 0.56927298 0.95610425 0.95610425]
 [0.95610425 0.9122085  0.95610425 0.95610425 0.33196159]
 [0.95610425 0.89026063 0.85733882 0.85733882 0.85733882]
 [0.95610425 0.69821674 0.7914952  0.89026063 0.89026063]
 [0.95610425 0.59122085 0.95610425 0.18655693 0.56927298]]","[[2 1 2 2 2]
 [1 2 1 2 2]
 [1 1 2 1 1]
 [2 2 2 1 1]
 [2 1 1 1 2]]",[0.17911656 0.06135267 0.25438719 0.40425052 0.10089306],0.060086727142333984,0.038907991973067914,0.2,0.1917443073453074
random,5,50,5,5,2,-153.52285947234208,"[[0.29080933 0.95610425 0.52400549 0.59122085 0.48010974]
 [0.6351166  0.89026063 0.95610425 0.40877915 0.84636488]
 [0.59122085 0.66803841 0.9122085  0.29080933 0.89026063]
 [0.0877915  0.33470508 0.95610425 0.3648834  0.9122085 ]
 [0.89026063 0.6351166  0.66529492 0.95610425 0.52400549]]","[[1 1 2 2 1]
 [2 2 1 1 1]
 [2 1 2 2 1]
 [1 2 1 2 2]
 [1 1 2 1 2]]",[0.22863963 0.22281237 0.12497266 0.18366658 0.23990876],0.0860140323638916,0.06011412219952812,0.3,0.20122201207903637
random,6,50,5,5,2,-142.38372192888264,"[[0.40877915 0.66803841 0.9122085  0.95610425 0.81344307]
 [0.95610425 0.54183813 0.70919067 0.95610425 0.23593964]
 [0.33470508 0.66803841 0.66529492 0.9122085  0.81344307]
 [0.54183813 0.2085048  0.66803841 0.81344307 0.95610425]
 [0.70919067 0.95610425 0.48010974 0.95610425 0.95610425]]","[[1 2 2 1 1]
 [2 2 1 1 1]
 [1 2 2 2 2]
 [2 1 2 2 1]
 [1 2 1 1 1]]",[0.26150224 0.183467   0.13150663 0.24783892 0.17568522],0.12309813499450684,0.0723226311438174,0.2,0.1641733431982256
random,7,50,5,5,2,-143.01136246215492,"[[0.0877915  0.95610425 0.95610425 0.95610425 0.15363512]
 [0.95610425 0.81344307 0.95610425 0.95610425 0.95610425]
 [0.95610425 0.40877915 0.95610425 0.43072702 0.76406036]
 [0.29080933 0.0877915  0.54183813 0.76406036 0.95610425]
 [0.95610425 0.25788752 0.43072702 0.04389575 0.95610425]]","[[2 1 2 1 2]
 [2 2 2 1 2]
 [1 2 1 2 2]
 [1 2 1 2 1]
 [1 1 2 2 1]]",[0.06072751 0.04320707 0.14947973 0.44639591 0.30018978],0.161848783493042,0.06047846001148598,0.1,0.1665415240596731
random,8,50,5,5,2,-146.8449707525241,"[[0.9122085  0.76406036 0.62414266 0.89026063 0.95610425]
 [0.40877915 0.9122085  0.45816187 0.9122085  0.48010974]
 [0.2085048  0.54183813 0.66803841 0.54183813 0.95610425]
 [0.95610425 0.95610425 0.0877915  0.81344307 0.33470508]
 [0.95610425 0.95610425 0.95610425 0.95610425 0.40877915]]","[[1 1 2 1 2]
 [2 1 2 2 2]
 [1 2 1 1 2]
 [2 1 2 1 1]
 [2 2 2 1 2]]",[0.13473554 0.26962964 0.23855397 0.22561863 0.13146222],0.07577800750732422,0.11998421978417588,0.3,0.2458685253997345
random,9,50,5,5,2,-152.98977916333467,"[[0.95610425 0.66803841 0.62414266 0.9122085  0.14266118]
 [0.9122085  0.48010974 0.95610425 0.95610425 0.51989026]
 [0.66803841 0.74211248 0.29080933 0.81344307 0.18655693]
 [0.04389575 0.95610425 0.95610425 0.59122085 0.95610425]
 [0.69821674 0.95610425 0.40877915 0.29080933 0.0877915 ]]","[[2 1 1 1 1]
 [1 1 1 2 2]
 [1 1 2 1 1]
 [2 2 2 2 2]
 [2 1 1 2 2]]",[0.23832601 0.14864193 0.24734047 0.15111747 0.21457412],0.13391590118408203,0.10749368790622878,0.2,0.20094514851186823
kmeans,0,50,5,5,2,-153.1463038664771,"[[0.76406036 0.70919067 0.59122085 0.95610425 0.48010974]
 [0.95610425 0.95610425 0.95610425 0.3648834  0.89026063]
 [0.9122085  0.95610425 0.95610425 0.7914952  0.66803841]
 [0.40877915 0.9122085  0.2085048  0.70919067 0.95610425]
 [0.95610425 0.15363512 0.23593964 0.04389575 0.10973937]]","[[2 1 2 2 2]
 [1 1 1 2 2]
 [2 1 1 1 1]
 [1 2 2 1 2]
 [1 2 1 1 2]]",[0.21950299 0.12079524 0.11210876 0.23194203 0.31565098],0.07649016380310059,0.07307830836180451,0.3,0.20445841264591672
kmeans,1,50,5,5,2,-150.47607410892246,"[[0.95610425 0.04389575 0.59122085 0.18655693 0.43072702]
 [0.10973937 0.95610425 0.95610425 0.95610425 0.48010974]
 [0.95610425 0.95610425 0.66803841 0.0877915  0.6351166 ]
 [0.95610425 0.95610425 0.95610425 0.69821674 0.95610425]
 [0.95610425 0.95610425 0.95610425 0.95610425 0.95610425]]","[[2 2 1 2 2]
 [2 2 2 1 1]
 [1 2 1 2 2]
 [1 1 1 1 2]
 [1 1 2 2 1]]",[0.3739494  0.14853321 0.34082686 0.1169458  0.01974473],0.024667739868164062,0.13432711531953753,0.3,0.292428465218218
kmeans,2,50,5,5,2,-144.18608425937532,"[[0.95610425 0.95610425 0.81344307 0.74211248 0.45816187]
 [0.66803841 0.14266118 0.25788752 0.18655693 0.95610425]
 [0.95610425 0.95610425 0.37585734 0.66803841 0.33196159]
 [0.0877915  0.95610425 0.81344307 0.81344307 0.81344307]
 [0.95610425 0.95610425 0.95610425 0.25788752 0.95610425]]","[[1 2 2 2 2]
 [2 2 2 1 1]
 [2 2 2 2 2]
 [1 1 2 2 2]
 [1 1 2 2 1]]",[0.36470842 0.18909735 0.17235169 0.23251021 0.04133234],0.08046102523803711,0.16347547727236572,0.4,0.25397223395507007
kmeans,3,50,5,5,2,-146.7950492017782,"[[0.30178326 0.95610425 0.95610425 0.95610425 0.14266118]
 [0.33470508 0.95610425 0.95610425 0.95610425 0.9122085 ]
 [0.95610425 0.74211248 0.74211248 0.95610425 0.95610425]
 [0.95610425 0.95610425 0.04389575 0.04389575 0.10973937]
 [0.40877915 0.14266118 0.95610425 0.95610425 0.69821674]]","[[1 1 2 2 1]
 [2 2 2 2 1]
 [1 2 2 1 1]
 [2 2 1 1 1]
 [1 1 1 2 1]]",[0.28571844 0.10552075 0.14009976 0.3019842  0.16667685],0.06421184539794922,0.06643745585428448,0.2,0.19517612812873364
kmeans,4,50,5,5,2,-132.41911927672174,"[[0.9122085  0.95610425 0.76406036 0.89026063 0.89026063]
 [0.95610425 0.37585734 0.95610425 0.95610425 0.95610425]
 [0.04389575 0.56927298 0.0877915  0.95610425 0.59122085]
 [0.95610425 0.95610425 0.95610425 0.95610425 0.95610425]
 [0.95610425 0.95610425 0.81344307 0.95610425 0.81344307]]","[[2 2 2 1 1]
 [2 1 1 1 2]
 [1 1 2 2 2]
 [2 1 2 1 1]
 [1 1 2 1 1]]",[0.3583237  0.05839452 0.30053036 0.05146472 0.23128669],0.03715085983276367,0.1514914705560218,0.3,0.29268044078886224
kmeans,5,50,5,5,2,-152.96153700913297,"[[0.10973937 0.10973937 0.95610425 0.95610425 0.95610425]
 [0.9122085  0.3648834  0.43072702 0.9122085  0.25788752]
 [0.95610425 0.89026063 0.95610425 0.29080933 0.76406036]
 [0.69821674 0.95610425 0.95610425 0.81344307 0.51989026]
 [0.04389575 0.84636488 0.66803841 0.51989026 0.76406036]]","[[2 2 1 2 2]
 [1 2 1 1 2]
 [2 2 1 1 1]
 [1 1 2 1 2]
 [2 1 2 2 1]]",[0.13001137 0.16911803 0.19655382 0.1858829  0.31843387],0.1048431396484375,0.12015663546970386,0.5,0.20216580193214276
kmeans,6,50,5,5,2,-142.01378635027856,"[[0.25788752 0.95610425 0.54183813 0.43072702 0.95610425]
 [0.95610425 0.95610425 0.23593964 0.95610425 0.89026063]
 [0.95610425 0.70919067 0.25788752 0.95610425 0.43072702]
 [0.95610425 0.95610425 0.95610425 0.95610425 0.33196159]
 [0.95610425 0.54183813 0.54183813 0.95610425 0.66529492]]","[[2 1 2 2 1]
 [1 2 2 1 1]
 [2 2 1 1 1]
 [2 2 2 2 1]
 [1 2 2 2 2]]",[0.1908558  0.31387051 0.27643605 0.12318855 0.09564909],0.024389982223510742,0.08212916423995403,0.4,0.20017120452317316
